Participant_ID,Scenario_ID,Round_Number,Start_Time,End_Time,Fixation_Duration_ms,Fixation_Count,Latency_ms,Dwell_Time_ms,Saccade_Frequency,Scan_Path_Length_px,Object_ID,Object_Label,Bounding_Box_Xmin,Bounding_Box_Ymin,Bounding_Box_Xmax,Bounding_Box_Ymax,Confidence_Score,Object_Found,Robot_Alignment_Time_ms
P02,S3,4,2025-08-11T15:51:15.833207,2025-08-11T15:51:15.851955,18,1,76.28798484802246,18,0,0,67,cell phone,639.3302,640.8428,835.8649,800.3276,0.4051,Yes,
P02,S3,4,2025-08-11T15:51:15.833207,2025-08-11T15:51:15.851955,18,1,76.28798484802246,18,0,0,0,person,102.5802,673.7395,1052.103,1075.9633,0.367,Yes,
P02,S3,4,2025-08-11T15:51:15.833207,2025-08-11T15:51:15.931982,98,1,76.28798484802246,98,0,0,60,dining table,3.2599,354.7827,1087.3969,1054.8199,0.7313,Yes,
P02,S3,4,2025-08-11T15:51:15.931982,2025-08-11T15:51:15.964819,32,1,175.0631332397461,32,0,0,71,sink,2.6907,375.197,1087.1035,1047.6689,0.3185,Yes,
P02,S3,4,2025-08-11T15:51:16.033825,2025-08-11T15:51:16.033825,0,1,276.9055366516113,0,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:16.065775,2025-08-11T15:51:16.065775,0,2,276.9055366516113,0,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:16.109618,2025-08-11T15:51:16.109618,0,3,276.9055366516113,0,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:16.132154,2025-08-11T15:51:16.165768,33,4,276.9055366516113,33,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:16.165768,2025-08-11T15:51:16.165768,0,5,276.9055366516113,33,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:16.198679,2025-08-11T15:51:16.198679,0,6,276.9055366516113,33,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:16.232552,2025-08-11T15:51:16.265679,33,7,276.9055366516113,66,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:16.265679,2025-08-11T15:51:16.265679,0,8,276.9055366516113,66,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:16.298702,2025-08-11T15:51:16.298702,0,9,276.9055366516113,66,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:16.332364,2025-08-11T15:51:16.332364,0,10,276.9055366516113,66,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:16.365713,2025-08-11T15:51:16.365713,0,11,276.9055366516113,66,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:16.570082,2025-08-11T15:51:16.587470,17,12,276.9055366516113,84,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:15.964819,2025-08-11T15:51:16.587470,622,2,76.28798484802246,721,0,0,60,dining table,3.2599,354.7827,1087.3969,1054.8199,0.7313,Yes,
P02,S3,4,2025-08-11T15:51:16.665292,2025-08-11T15:51:16.665292,0,13,276.9055366516113,84,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:16.699612,2025-08-11T15:51:16.699612,0,14,276.9055366516113,84,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:16.732972,2025-08-11T15:51:16.732972,0,15,276.9055366516113,84,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:16.766012,2025-08-11T15:51:16.766012,0,16,276.9055366516113,84,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:16.799119,2025-08-11T15:51:16.799119,0,17,276.9055366516113,84,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:16.841679,2025-08-11T15:51:16.841679,0,18,276.9055366516113,84,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:16.865774,2025-08-11T15:51:16.865774,0,19,276.9055366516113,84,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:17.067062,2025-08-11T15:51:17.099290,32,20,276.9055366516113,116,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:16.618972,2025-08-11T15:51:17.099290,480,3,76.28798484802246,1201,0,0,60,dining table,3.2599,354.7827,1087.3969,1054.8199,0.7313,Yes,
P02,S3,4,2025-08-11T15:51:17.131649,2025-08-11T15:51:17.165889,34,21,276.9055366516113,150,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:17.209638,2025-08-11T15:51:17.209638,0,22,276.9055366516113,150,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:17.232168,2025-08-11T15:51:17.232168,0,23,276.9055366516113,150,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:17.265647,2025-08-11T15:51:17.265647,0,24,276.9055366516113,150,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:17.299083,2025-08-11T15:51:17.299083,0,25,276.9055366516113,150,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:17.354971,2025-08-11T15:51:17.354971,0,26,276.9055366516113,150,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:17.371077,2025-08-11T15:51:17.371077,0,27,276.9055366516113,150,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:17.400287,2025-08-11T15:51:17.400287,0,28,276.9055366516113,150,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:17.432383,2025-08-11T15:51:17.432383,0,29,276.9055366516113,150,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:17.465423,2025-08-11T15:51:17.465423,0,30,276.9055366516113,150,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:17.498952,2025-08-11T15:51:17.498952,0,31,276.9055366516113,150,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:17.532735,2025-08-11T15:51:17.532735,0,32,276.9055366516113,150,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:17.565585,2025-08-11T15:51:17.609673,44,33,276.9055366516113,194,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:17.609673,2025-08-11T15:51:17.631924,22,34,276.9055366516113,216,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:17.631924,2025-08-11T15:51:17.665438,33,35,276.9055366516113,250,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:17.665438,2025-08-11T15:51:17.699285,33,36,276.9055366516113,284,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:17.733627,2025-08-11T15:51:17.733627,0,37,276.9055366516113,284,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:17.799351,2025-08-11T15:51:17.799351,0,38,276.9055366516113,284,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:18.132317,2025-08-11T15:51:18.132317,0,39,276.9055366516113,284,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:18.173698,2025-08-11T15:51:18.222492,48,40,276.9055366516113,333,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:18.239325,2025-08-11T15:51:18.239325,0,41,276.9055366516113,333,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:18.265763,2025-08-11T15:51:18.265763,0,42,276.9055366516113,333,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
P02,S3,4,2025-08-11T15:51:18.299105,2025-08-11T15:51:18.299105,0,43,276.9055366516113,333,0,0,41,cup,388.6992,457.2863,493.7745,610.5443,0.847,Yes,
