Participant_ID,Scenario_ID,Round_Number,Start_Time,End_Time,Fixation_Duration_ms,Fixation_Count,Latency_ms,Dwell_Time_ms,Saccade_Frequency,Scan_Path_Length_px,Object_ID,Object_Label,Bounding_Box_Xmin,Bounding_Box_Ymin,Bounding_Box_Xmax,Bounding_Box_Ymax,Confidence_Score,Object_Found,Robot_Alignment_Time_ms
P01,S5,6,2025-08-11T15:11:17.117062,2025-08-11T15:11:17.315559,198,1,54.703474044799805,198,0,0,65,remote,524.6676,672.8356,700.976,894.9706,0.3937,Yes,
P01,S5,6,2025-08-11T15:11:17.315559,2025-08-11T15:11:17.339681,24,1,253.20076942443848,24,0,0,0,person,573.5916,707.5762,1085.8704,1073.1841,0.5606,Yes,
P01,S5,6,2025-08-11T15:11:17.117062,2025-08-11T15:11:17.358489,241,1,54.703474044799805,241,0,0,67,cell phone,524.6608,671.8867,698.9356,887.7619,0.4022,Yes,
P01,S5,6,2025-08-11T15:11:17.339681,2025-08-11T15:11:17.381596,41,2,54.703474044799805,240,0,0,65,remote,524.6676,672.8356,700.976,894.9706,0.3937,Yes,
P01,S5,6,2025-08-11T15:11:17.448316,2025-08-11T15:11:17.581854,133,1,385.9577178955078,133,0,0,60,dining table,0.0105,377.6245,1025.0446,1062.7539,0.2971,Yes,
P01,S5,6,2025-08-11T15:11:17.381596,2025-08-11T15:11:17.681360,299,2,54.703474044799805,541,0,0,67,cell phone,524.6608,671.8867,698.9356,887.7619,0.4022,Yes,
P01,S5,6,2025-08-11T15:11:17.615331,2025-08-11T15:11:17.681360,66,2,385.9577178955078,199,0,0,60,dining table,0.0105,377.6245,1025.0446,1062.7539,0.2971,Yes,
P01,S5,6,2025-08-11T15:11:17.793580,2025-08-11T15:11:17.814942,21,3,385.9577178955078,220,0,0,60,dining table,0.0105,377.6245,1025.0446,1062.7539,0.2971,Yes,
P01,S5,6,2025-08-11T15:11:17.714616,2025-08-11T15:11:17.909994,195,3,54.703474044799805,435,0,0,65,remote,524.6676,672.8356,700.976,894.9706,0.3937,Yes,
P01,S5,6,2025-08-11T15:11:17.957952,2025-08-11T15:11:17.970557,12,4,54.703474044799805,448,0,0,65,remote,524.6676,672.8356,700.976,894.9706,0.3937,Yes,
P01,S5,6,2025-08-11T15:11:17.909994,2025-08-11T15:11:17.970557,60,3,54.703474044799805,601,0,0,67,cell phone,524.6608,671.8867,698.9356,887.7619,0.4022,Yes,
P01,S5,6,2025-08-11T15:11:18.048552,2025-08-11T15:11:18.081249,32,1,986.1936569213867,32,0,0,41,cup,92.6566,641.5094,154.4018,701.3598,0.303,Yes,
P01,S5,6,2025-08-11T15:11:18.114757,2025-08-11T15:11:18.148467,33,2,986.1936569213867,66,0,0,41,cup,92.6566,641.5094,154.4018,701.3598,0.303,Yes,
P01,S5,6,2025-08-11T15:11:18.148467,2025-08-11T15:11:18.180825,32,3,986.1936569213867,98,0,0,41,cup,92.6566,641.5094,154.4018,701.3598,0.303,Yes,
P01,S5,6,2025-08-11T15:11:18.220927,2025-08-11T15:11:18.220927,0,4,986.1936569213867,98,0,0,41,cup,92.6566,641.5094,154.4018,701.3598,0.303,Yes,
P01,S5,6,2025-08-11T15:11:18.261607,2025-08-11T15:11:18.281090,19,5,986.1936569213867,118,0,0,41,cup,92.6566,641.5094,154.4018,701.3598,0.303,Yes,
P01,S5,6,2025-08-11T15:11:18.281090,2025-08-11T15:11:18.315657,34,6,986.1936569213867,152,0,0,41,cup,92.6566,641.5094,154.4018,701.3598,0.303,Yes,
P01,S5,6,2025-08-11T15:11:18.315657,2025-08-11T15:11:18.348961,33,7,986.1936569213867,186,0,0,41,cup,92.6566,641.5094,154.4018,701.3598,0.303,Yes,
